P1,P3,P4,P7,EDAD,SEXO,ENT,DOMINIO,REGION,EST_DIS,UPM_DIS,ESTRATO
9,,,,82,1,24,2,2,243,2990,1
9,9,,1,67,2,24,2,2,243,2990,1
9,1,2,3,57,2,24,2,2,243,2990,1
9,1,2,2,23,1,24,2,2,243,2990,1
9,2,,1,56,2,24,2,2,243,2990,1
9,2,,1,51,2,24,2,2,243,2990,1
9,1,2,1,31,2,24,2,2,243,2990,1
9,,,,91,1,24,2,2,243,2990,1
9,1,2,1,67,2,24,2,2,243,2990,1
9,,,,56,2,24,2,2,243,2990,1
9,1,2,1,36,2,24,2,2,243,2990,1
9,1,1,3,31,1,24,2,2,243,2990,1
9,2,,1,84,2,24,2,2,243,2990,1
9,,,,75,2,24,2,2,243,2990,1
9,1,2,5,20,1,24,2,2,243,2990,1
9,1,1,5,36,1,24,2,2,243,2990,1
9,1,1,3,35,2,24,2,2,243,2991,1
9,2,,1,72,1,24,2,2,243,2991,1
9,9,,1,30,1,24,2,2,243,2991,1
9,1,2,1,53,1,24,2,2,243,2991,1
9,,,,83,2,24,2,2,243,2991,1
9,,,,75,1,24,2,2,243,2991,1
9,1,1,1,40,1,24,2,2,243,2991,1
9,1,2,1,47,2,24,2,2,243,2991,1
9,9,,1,84,1,24,2,2,243,2991,1
9,9,,1,58,2,24,2,2,243,2991,1
9,2,,1,45,2,24,2,2,243,2991,1
9,,,,33,2,24,2,2,243,2991,1
9,,,,62,1,24,2,2,243,2991,1
9,1,1,3,35,1,24,2,2,243,2991,1
9,1,1,3,30,2,24,2,2,243,2991,1
4,1,1,3,44,1,24,2,2,243,2991,1
9,1,1,2,33,2,24,2,2,243,2992,1
9,1,1,2,42,1,24,2,2,243,2992,1
9,1,2,1,56,2,24,2,2,243,2992,1
9,1,1,3,40,2,24,2,2,243,2992,1
9,1,2,1,36,2,24,2,2,243,2992,1
9,1,1,1,39,1,24,2,2,243,2992,1
9,,,,74,2,24,2,2,243,2992,1
9,1,1,3,47,2,24,2,2,243,2992,1
9,1,2,1,38,1,24,2,2,243,2992,1
9,,,,67,2,24,2,2,243,2992,1
9,1,2,1,30,2,24,2,2,243,2992,1
9,1,2,1,42,1,24,2,2,243,2992,1
9,1,1,3,47,1,24,2,2,243,2992,1
9,1,1,5,52,1,24,2,2,243,2992,1
9,1,1,3,22,2,24,2,2,243,2992,1
9,1,1,1,41,1,24,2,2,243,2992,1
9,1,2,4,65,1,24,2,2,243,2993,1
9,1,2,1,70,2,24,2,2,243,2993,1
9,2,,1,77,2,24,2,2,243,2993,1
9,2,,1,53,1,24,2,2,243,2993,1
9,1,2,1,37,2,24,2,2,243,2993,1
9,1,1,4,66,1,24,2,2,243,2993,1
4,1,1,3,27,1,24,2,2,243,2993,1
1,1,1,4,23,1,24,2,2,243,2993,1
9,,,,65,2,24,2,2,243,2993,1
9,1,2,3,35,2,24,2,2,243,2993,1
9,,,,89,1,24,2,2,243,2993,1
1,1,1,1,23,2,24,2,2,243,2993,1
9,9,,1,25,1,24,2,2,243,2993,1
9,2,,1,76,2,24,2,2,243,2993,1
9,1,1,3,39,2,24,2,2,243,2993,1
9,2,,3,84,1,24,2,2,243,2993,1
9,1,1,1,35,1,24,2,2,243,2993,1
9,,,,55,1,24,2,2,243,2993,1
9,1,2,1,28,2,24,2,2,243,2993,1
9,2,,1,84,1,24,2,2,244,2994,2
9,1,1,3,38,1,24,2,2,244,2994,2
9,1,2,1,72,1,24,2,2,244,2994,2
9,1,1,3,67,1,24,2,2,244,2994,2
9,1,1,1,78,2,24,2,2,244,2994,2
9,1,1,3,59,1,24,2,2,244,2994,2
9,2,,1,45,1,24,2,2,244,2994,2
9,1,2,3,51,1,24,2,2,244,2994,2
9,1,1,3,67,2,24,2,2,244,2994,2
9,1,1,4,49,2,24,2,2,244,2994,2
9,1,1,3,23,2,24,2,2,244,2994,2
9,1,1,4,50,2,24,2,2,244,2994,2
9,2,,1,69,2,24,2,2,244,2994,2
9,2,,1,81,1,24,2,2,244,2994,2
9,1,2,2,27,2,24,2,2,244,2994,2
9,2,,1,73,2,24,2,2,244,2994,2
9,1,2,3,49,2,24,2,2,244,2994,2
9,1,2,1,20,1,24,2,2,244,2994,2
9,1,2,1,24,1,24,2,2,244,2994,2
9,2,,3,51,1,24,2,2,244,2994,2
9,1,1,1,34,1,24,2,2,244,2994,2
9,2,,1,53,1,24,2,2,243,2995,1
9,2,,5,20,2,24,2,2,243,2995,1
9,1,2,1,24,2,24,2,2,243,2995,1
9,2,,3,61,1,24,2,2,243,2995,1
9,1,2,1,56,1,24,2,2,243,2995,1
9,2,,1,56,2,24,2,2,243,2995,1
9,1,1,3,52,2,24,2,2,243,2995,1
9,1,1,2,26,2,24,2,2,243,2995,1
9,2,,1,84,1,24,2,2,243,2995,1
1,2,,3,28,1,24,2,2,243,2995,1
9,,,,24,1,24,2,2,243,2995,1
1,1,2,3,24,1,24,2,2,243,2995,1
9,1,1,3,56,1,24,2,2,243,2995,1
9,2,,1,52,2,24,2,2,243,2995,1
9,1,2,1,31,1,24,2,2,243,2995,1
9,1,1,3,43,2,24,2,2,243,2995,1
9,,,,36,1,24,2,2,243,2995,1
9,1,1,9,53,1,24,2,2,244,2996,2
9,1,1,2,25,2,24,2,2,244,2996,2
9,,,,58,2,24,2,2,244,2996,2
9,2,,1,35,1,24,2,2,244,2996,2
9,1,2,1,36,1,24,2,2,244,2996,2
9,1,2,1,39,1,24,2,2,244,2996,2
9,1,2,1,24,1,24,2,2,244,2996,2
9,1,2,1,29,1,24,2,2,244,2996,2
9,1,1,3,44,2,24,2,2,244,2996,2
9,2,,1,35,1,24,2,2,244,2996,2
9,2,,1,34,1,24,2,2,244,2996,2
9,1,2,1,40,2,24,2,2,244,2996,2
9,2,,3,33,1,24,2,2,244,2996,2
9,1,1,2,39,1,24,2,2,244,2996,2
3,1,1,1,24,2,24,2,2,244,2996,2
9,2,,3,27,1,24,2,2,244,2996,2
9,,,,60,2,24,2,2,244,2996,2
9,1,1,3,51,1,24,2,2,244,2996,2
9,1,2,2,35,2,24,2,2,244,2996,2
9,2,,1,67,1,24,2,2,244,2996,2
9,1,2,3,32,1,24,2,2,244,2996,2
9,9,,5,44,2,24,2,2,244,2996,2
9,1,2,1,26,1,24,2,2,244,2996,2
9,,,,77,2,24,2,2,244,2996,2
9,,,,84,2,24,2,2,243,2997,1
9,1,2,2,43,2,24,2,2,243,2997,1
9,1,2,3,39,2,24,2,2,243,2997,1
9,1,1,3,35,2,24,2,2,243,2997,1
9,1,1,5,21,2,24,2,2,243,2997,1
9,2,,1,70,1,24,2,2,243,2997,1
1,1,1,3,36,2,24,2,2,243,2997,1
1,1,1,3,50,1,24,2,2,243,2997,1
9,1,1,2,43,2,24,2,2,243,2997,1
9,2,,1,73,2,24,2,2,243,2997,1
9,1,1,2,43,2,24,2,2,243,2997,1
9,1,2,1,35,1,24,2,2,243,2997,1
9,1,2,3,41,2,24,2,2,243,2997,1
9,2,,1,78,2,24,2,2,243,2997,1
9,1,1,3,30,1,24,2,2,243,2997,1
9,9,,1,76,1,24,2,2,243,2997,1
9,1,1,5,40,1,24,2,2,243,2997,1
9,,,,64,2,24,2,2,243,2997,1
9,1,2,1,36,1,24,2,2,243,2998,1
9,2,,1,27,2,24,2,2,243,2998,1
9,1,2,2,30,1,24,2,2,243,2998,1
3,1,1,2,36,1,24,2,2,243,2998,1
9,2,,1,52,1,24,2,2,243,2998,1
9,1,2,1,72,2,24,2,2,243,2998,1
9,2,,1,88,1,24,2,2,243,2998,1
9,2,,1,44,1,24,2,2,243,2998,1
9,,,,42,1,24,2,2,243,2998,1
9,2,,1,51,2,24,2,2,243,2998,1
9,1,2,1,30,1,24,2,2,243,2998,1
9,2,,2,20,2,24,2,2,243,2998,1
9,1,1,3,56,1,24,2,2,243,2998,1
9,9,,1,67,1,24,2,2,243,2998,1
9,9,,1,49,1,24,2,2,243,2998,1
9,1,1,3,37,2,24,2,2,243,2998,1
9,2,,9,82,2,24,2,2,243,2998,1
9,9,,1,49,1,24,2,2,243,2998,1
9,1,2,1,42,1,24,2,2,243,2998,1
9,2,,1,34,1,24,2,2,243,2998,1
9,9,,1,67,1,24,2,2,243,2999,1
9,1,1,2,30,2,24,2,2,243,2999,1
9,1,1,5,58,2,24,2,2,243,2999,1
9,1,1,3,21,1,24,2,2,243,2999,1
9,1,1,1,28,2,24,2,2,243,2999,1
4,1,1,2,29,1,24,2,2,243,2999,1
9,9,,1,60,1,24,2,2,243,2999,1
9,1,1,3,57,1,24,2,2,243,2999,1
9,1,1,2,62,2,24,2,2,243,2999,1
9,1,2,3,24,2,24,2,2,243,2999,1
9,9,,1,60,1,24,2,2,243,2999,1
9,1,1,3,26,2,24,2,2,243,2999,1
9,2,,1,79,1,24,2,2,243,2999,1
9,1,1,3,28,2,24,2,2,243,2999,1
9,1,1,1,44,1,24,2,2,243,2999,1
9,1,2,1,44,2,24,2,2,243,2999,1
9,2,,2,63,2,24,2,2,243,2999,1
4,1,1,4,32,2,24,2,2,243,2999,1
9,1,2,1,32,2,24,2,2,243,2999,1
9,2,,1,55,2,24,2,2,243,2999,1
9,2,,3,23,2,24,2,2,243,2999,1
9,1,2,1,21,2,24,2,2,243,3000,1
9,1,2,1,21,1,24,2,2,243,3000,1
9,1,2,1,23,2,24,2,2,243,3000,1
9,2,,1,51,1,24,2,2,243,3000,1
1,1,1,3,32,1,24,2,2,243,3000,1
9,1,2,2,29,1,24,2,2,243,3000,1
9,1,2,1,25,2,24,2,2,243,3000,1
9,1,1,3,25,1,24,2,2,243,3000,1
9,1,2,1,22,2,24,2,2,243,3000,1
9,2,,2,45,1,24,2,2,243,3000,1
9,1,1,3,21,2,24,2,2,243,3000,1
5,1,1,5,43,2,24,2,2,243,3000,1
9,1,2,1,29,2,24,2,2,243,3000,1
9,2,,2,68,1,24,2,2,243,3000,1
9,1,1,1,31,1,24,2,2,243,3000,1
9,2,,1,39,2,24,2,2,243,3000,1
9,2,,1,61,2,24,2,2,243,3000,1
9,,,,59,2,24,2,2,243,3000,1
9,2,,2,65,2,24,2,2,243,3000,1
9,1,1,3,57,2,24,2,2,243,3000,1
9,1,2,1,34,1,24,2,2,243,3000,1
1,1,2,1,69,2,24,2,2,244,3001,2
9,1,1,1,61,1,24,2,2,244,3001,2
9,1,1,3,29,2,24,2,2,244,3001,2
9,,,,87,2,24,2,2,244,3001,2
9,1,2,1,32,1,24,2,2,244,3001,2
1,1,1,4,38,2,24,2,2,244,3001,2
9,1,2,1,41,2,24,2,2,244,3001,2
9,2,,1,82,1,24,2,2,244,3001,2
9,1,1,5,32,1,24,2,2,244,3001,2
9,1,2,1,68,2,24,2,2,244,3001,2
9,2,,1,36,1,24,2,2,244,3001,2
9,2,,1,40,1,24,2,2,244,3001,2
9,1,1,5,29,2,24,2,2,244,3001,2
9,2,,1,85,2,24,2,2,244,3001,2
9,1,1,2,28,1,24,2,2,244,3001,2
9,2,,1,75,2,24,2,2,244,3001,2
9,1,1,5,46,1,24,2,2,244,3001,2
9,1,1,3,45,1,24,2,2,244,3001,2
4,1,2,2,69,2,25,1,2,254,3002,3
5,1,1,4,50,1,25,1,2,254,3002,3
9,1,1,3,47,1,25,1,2,254,3002,3
3,1,1,5,56,2,25,1,2,254,3002,3
3,1,1,4,26,2,25,1,2,254,3002,3
9,1,1,3,32,2,25,1,2,254,3003,3
9,,,,64,1,25,1,2,254,3003,3
5,1,1,3,32,2,25,1,2,254,3003,3
9,1,2,1,30,1,25,1,2,254,3004,3
9,2,,1,68,1,25,1,2,254,3004,3
4,1,1,2,62,2,25,1,2,254,3005,3
4,1,1,3,65,1,25,1,2,254,3005,3
5,1,1,3,24,1,25,1,2,254,3005,3
9,2,,1,80,2,25,1,2,254,3005,3
9,2,,1,82,1,25,1,2,254,3005,3
3,1,1,4,33,2,25,1,2,254,3006,3
9,1,2,1,55,1,25,1,2,254,3006,3
9,1,2,2,48,2,25,1,2,254,3006,3
9,9,,1,80,2,25,1,2,254,3006,3
5,1,1,5,34,1,25,1,2,253,3007,2
1,1,1,3,36,2,25,1,2,253,3007,2
9,1,2,1,46,1,25,1,2,253,3007,2
9,1,1,3,63,1,25,1,2,253,3007,2
4,2,,1,23,2,25,1,2,254,3008,3
9,1,2,1,70,1,25,1,2,254,3008,3
9,1,2,1,45,2,25,1,2,254,3008,3
4,1,1,3,25,2,25,1,2,254,3008,3
9,1,2,1,55,2,25,1,2,254,3008,3
9,1,2,1,28,1,25,1,2,253,3009,2
9,2,,1,20,1,25,1,2,253,3009,2
9,1,1,2,48,2,25,1,2,253,3009,2
9,1,1,2,57,2,25,1,2,253,3009,2
9,1,1,1,64,1,25,1,2,253,3009,2
9,,,,46,1,25,1,2,253,3010,2
9,2,,1,40,1,25,1,2,253,3010,2
9,1,2,1,26,2,25,1,2,253,3010,2
9,2,,1,20,2,25,1,2,253,3010,2
4,1,2,2,20,1,25,1,2,255,3011,4
9,1,2,1,26,1,25,1,2,255,3011,4
4,1,2,2,26,1,25,1,2,255,3011,4
9,1,2,1,56,1,25,1,2,255,3011,4
9,1,2,1,41,2,25,1,2,255,3011,4
9,1,2,1,25,2,25,1,2,254,3012,3
4,2,,1,40,2,25,1,2,254,3012,3
9,1,1,5,55,2,25,1,2,254,3012,3
1,1,1,3,48,2,25,1,2,254,3012,3
9,1,2,1,45,2,25,1,2,254,3012,3
1,1,1,4,34,2,25,1,2,255,3013,4
9,1,2,2,46,2,25,1,2,255,3013,4
4,1,2,1,24,2,25,1,2,255,3013,4
9,2,,5,34,1,25,1,2,255,3013,4
4,1,1,3,61,1,25,1,2,255,3013,4
2,1,1,3,49,1,25,1,2,255,3014,4
3,2,,1,57,1,25,1,2,255,3014,4
3,1,2,1,66,1,25,1,2,255,3014,4
9,2,,1,52,2,25,1,2,255,3014,4
9,1,2,2,28,2,25,1,2,254,3015,3
9,1,2,1,38,1,25,1,2,254,3015,3
9,1,2,3,40,2,25,1,2,254,3015,3
9,1,2,1,40,1,25,1,2,254,3015,3
9,1,2,1,56,1,25,1,2,254,3015,3
9,1,2,1,43,2,25,1,2,254,3016,3
5,1,2,1,55,1,25,1,2,254,3016,3
4,1,1,2,41,2,25,1,2,254,3016,3
5,2,,1,61,2,25,1,2,254,3016,3
9,1,2,1,36,1,25,1,2,254,3016,3
9,1,2,1,24,1,25,1,2,253,3017,2
9,1,2,1,60,2,25,1,2,253,3017,2
3,1,2,2,68,2,25,1,2,253,3017,2
9,1,2,1,29,2,25,1,2,253,3017,2
9,1,2,1,36,2,25,1,2,253,3017,2
9,1,1,2,43,2,25,1,2,255,3018,4
3,1,2,3,22,2,25,1,2,255,3018,4
9,1,2,3,72,2,25,1,2,255,3018,4
3,1,1,5,47,1,25,1,2,255,3018,4
4,1,1,3,20,2,25,1,2,255,3019,4
9,9,,9,39,2,25,1,2,255,3019,4
4,1,2,1,39,1,25,1,2,255,3019,4
4,1,2,1,33,2,25,1,2,255,3019,4
9,1,1,5,49,2,25,1,2,255,3019,4
9,1,2,1,67,2,25,1,2,255,3020,4
9,2,,1,37,1,25,1,2,255,3020,4
4,1,1,3,42,1,25,1,2,255,3020,4
3,1,1,4,28,2,25,1,2,255,3020,4
9,1,1,1,60,2,25,1,2,253,3021,2
9,1,2,1,49,2,25,1,2,253,3021,2
9,2,,1,80,2,25,1,2,254,3022,3
9,2,,1,66,1,25,1,2,254,3022,3
9,2,,1,23,1,25,1,2,254,3022,3
3,1,2,5,33,1,25,1,2,254,3023,3
3,1,1,3,53,2,25,1,2,254,3023,3
9,1,2,1,38,2,25,1,2,254,3023,3
9,1,1,4,59,2,25,1,2,254,3023,3
9,2,,1,78,2,25,1,2,254,3024,3
9,1,1,3,21,2,25,1,2,254,3024,3
9,1,2,2,56,2,25,1,2,254,3024,3
9,2,,1,72,2,25,1,2,254,3024,3
9,1,1,1,57,2,25,1,2,254,3025,3
3,1,2,1,43,1,25,1,2,254,3025,3
9,2,,1,64,2,25,1,2,254,3026,3
9,2,,1,59,2,25,1,2,254,3026,3
5,1,1,2,36,2,25,1,2,254,3026,3
9,2,,1,53,1,25,1,2,254,3026,3
9,9,,9,81,2,25,1,2,254,3027,3
4,1,1,4,61,2,25,1,2,254,3027,3
4,1,1,5,45,2,25,1,2,254,3027,3
9,1,2,1,61,2,25,1,2,254,3027,3
9,1,2,3,49,2,25,1,2,254,3027,3
9,,,,20,1,25,1,2,253,3028,2
9,2,,1,61,1,25,1,2,253,3028,2
3,1,2,2,25,1,25,1,2,253,3028,2
1,1,2,3,26,2,25,1,2,253,3028,2
9,1,2,1,25,1,25,1,2,253,3028,2
9,,,,73,2,25,1,2,253,3029,2
9,2,,1,83,1,25,1,2,253,3029,2
5,1,1,3,49,1,25,1,2,253,3029,2
9,2,,1,73,2,25,1,2,253,3029,2
9,2,,1,50,2,25,1,2,253,3029,2
3,1,1,3,21,2,25,1,2,254,3030,3
9,2,,1,28,2,25,1,2,254,3030,3
9,1,2,1,22,1,25,1,2,254,3030,3
9,,,,86,1,25,1,2,254,3031,3
9,1,2,3,63,2,25,1,2,254,3031,3
9,2,,1,59,1,25,1,2,254,3031,3
4,1,1,2,59,2,25,1,2,255,3032,4
5,1,1,5,29,1,25,1,2,255,3032,4
5,1,2,1,38,2,25,1,2,255,3032,4
9,1,2,1,46,1,25,1,2,254,3033,3
9,1,2,1,41,2,25,1,2,254,3033,3
9,1,2,1,41,2,25,1,2,254,3033,3
9,,,,55,2,25,1,2,254,3033,3
9,1,2,1,38,2,25,1,2,254,3033,3
9,1,1,3,42,1,25,1,2,254,3034,3
9,1,2,1,24,2,25,1,2,254,3034,3
9,1,1,3,38,2,25,1,2,254,3034,3
9,1,2,2,30,2,25,1,2,255,3035,4
9,1,2,1,34,1,25,1,2,255,3035,4
9,1,2,1,36,2,25,1,2,255,3035,4
9,1,2,1,46,1,25,1,2,253,3036,2
9,1,2,1,45,2,25,1,2,253,3036,2
3,1,2,1,23,2,25,1,2,253,3036,2
9,1,2,1,32,1,25,1,2,253,3036,2
9,1,1,1,56,2,25,1,2,254,3037,3
9,1,2,1,76,2,25,1,2,254,3037,3
9,,,,81,2,25,1,2,254,3037,3
5,1,1,3,25,1,25,1,2,254,3037,3
4,1,1,3,58,1,25,1,2,255,3038,4
9,,,,63,1,25,1,2,253,3039,2
9,1,1,3,26,2,25,1,2,253,3039,2
9,1,2,1,30,2,25,1,2,253,3039,2
9,1,2,2,25,2,25,1,2,254,3040,3
9,1,2,1,35,1,25,1,2,254,3040,3
9,1,2,1,37,2,25,1,2,254,3040,3
9,1,2,1,41,1,25,1,2,254,3040,3
9,1,2,1,39,2,25,1,2,253,3041,2
9,2,,1,39,1,25,1,2,253,3041,2
9,2,,1,59,1,25,1,2,253,3041,2
9,1,2,1,65,2,25,1,2,253,3042,2
9,1,1,3,32,2,25,1,2,253,3042,2
9,,,,72,1,25,1,2,253,3042,2
9,1,2,1,23,2,25,1,2,253,3042,2
9,1,2,1,47,2,25,1,2,253,3042,2
9,,,,65,2,25,1,2,254,3043,3
9,1,1,3,52,2,25,1,2,254,3043,3
9,1,1,3,26,2,25,1,2,254,3043,3
9,1,2,3,25,2,25,1,2,254,3043,3
9,1,2,3,28,1,25,1,2,254,3043,3
9,1,2,1,52,1,25,1,2,255,3044,4
5,1,1,4,34,1,25,1,2,255,3044,4
9,2,,1,21,1,25,1,2,255,3044,4
9,1,2,1,26,1,25,1,2,255,3044,4
9,1,1,1,68,1,25,1,2,255,3044,4
9,1,2,1,67,2,25,1,2,254,3045,3
9,1,2,1,48,2,25,1,2,254,3045,3
5,2,,1,30,1,25,1,2,254,3045,3
9,2,,1,45,1,25,1,2,254,3046,3
9,2,,1,39,2,25,1,2,254,3046,3
9,1,2,1,47,2,25,1,2,254,3046,3
9,2,,1,48,2,25,1,2,254,3046,3
9,1,2,1,58,1,25,1,2,255,3047,4
4,1,2,1,55,2,25,1,2,255,3047,4
4,1,1,2,22,2,25,1,2,255,3047,4
3,1,1,3,20,1,25,1,2,255,3047,4
9,1,2,1,37,2,25,1,2,253,3048,2
9,1,2,3,33,2,25,1,2,253,3048,2
4,1,1,2,27,2,25,1,2,253,3048,2
9,9,,1,38,2,25,1,2,253,3048,2
9,2,,1,24,1,25,1,2,253,3048,2
3,2,,1,54,2,25,1,2,254,3049,3
9,1,2,1,25,1,25,1,2,254,3049,3
9,1,2,1,28,2,25,1,2,254,3049,3
9,2,,1,41,1,25,1,2,254,3049,3
9,1,2,1,28,2,25,1,2,254,3049,3
9,1,2,1,72,2,25,1,2,254,3050,3
4,1,1,4,64,1,25,1,2,254,3050,3
9,1,2,1,46,1,25,1,2,254,3050,3
9,1,1,3,57,2,25,1,2,254,3050,3
9,2,,1,42,1,25,1,2,255,3051,4
3,1,1,3,24,2,25,1,2,255,3051,4
9,2,,1,30,2,25,1,2,255,3051,4
3,1,1,1,25,2,25,1,2,255,3051,4
9,,,,66,2,25,1,2,253,3052,2
9,2,,1,38,2,25,1,2,253,3052,2
1,1,1,1,57,1,25,1,2,253,3052,2
9,1,1,3,30,2,25,1,2,253,3052,2
9,1,1,4,39,1,25,1,2,253,3052,2
4,1,1,3,54,2,25,1,2,254,3053,3
5,1,1,1,53,2,25,1,2,254,3053,3
5,1,1,3,32,2,25,1,2,254,3053,3
5,1,2,2,37,2,25,1,2,254,3053,3
4,1,1,3,23,2,25,1,2,254,3054,3
5,1,1,3,26,2,25,1,2,254,3054,3
4,1,1,4,22,2,25,1,2,254,3054,3
4,1,2,1,51,2,25,1,2,254,3054,3
9,1,2,1,20,2,25,1,2,253,3055,2
4,1,2,3,41,1,25,1,2,253,3055,2
9,1,2,1,32,2,25,1,2,253,3055,2
9,1,2,2,31,2,25,1,2,253,3055,2
4,2,,2,20,1,25,1,2,253,3056,2
9,9,,9,39,1,25,1,2,253,3056,2
9,,,,63,1,25,1,2,253,3056,2
9,1,2,1,42,2,25,1,2,253,3056,2
9,2,,1,20,2,25,1,2,253,3056,2
4,1,1,3,35,2,25,1,2,254,3057,3
9,1,2,3,59,2,25,1,2,254,3057,3
9,,,,70,1,25,1,2,254,3057,3
4,1,1,4,45,1,25,1,2,254,3057,3
9,1,1,2,30,2,25,1,2,254,3057,3
9,1,2,1,30,1,25,1,2,254,3058,3
6,1,1,4,23,1,25,1,2,254,3058,3
3,1,2,1,49,1,25,1,2,254,3058,3
9,1,2,1,49,2,25,1,2,254,3058,3
9,1,1,3,69,1,25,1,2,255,3059,4
9,1,2,1,38,2,25,1,2,255,3060,4
4,1,2,1,21,2,25,1,2,255,3060,4
9,1,2,1,59,1,25,1,2,255,3060,4
9,1,2,2,66,2,25,1,2,255,3060,4
9,1,2,1,57,1,25,1,2,255,3060,4
9,1,1,3,56,2,25,1,2,253,3061,2
9,,,,62,1,25,1,2,253,3061,2
9,1,1,1,22,2,25,1,2,253,3061,2
9,1,2,1,47,2,25,1,2,253,3061,2
9,1,2,1,49,2,25,1,2,253,3061,2
9,1,2,1,30,1,25,1,2,255,3062,4
4,1,1,3,24,2,25,1,2,255,3062,4
9,1,2,1,28,2,25,1,2,255,3062,4
9,1,2,1,55,2,25,1,2,255,3062,4
9,1,2,1,47,1,25,1,2,254,3063,3
4,1,1,3,38,2,25,1,2,254,3063,3
9,1,2,1,49,1,25,1,2,254,3063,3
9,1,2,3,52,1,25,1,2,254,3063,3
5,1,2,2,29,1,25,1,2,255,3064,4
4,1,1,3,37,2,25,1,2,255,3064,4
4,1,1,4,32,2,25,1,2,255,3064,4
9,2,,2,33,2,25,1,2,255,3065,4
4,1,1,4,22,2,25,1,2,255,3065,4
9,1,2,9,61,1,25,1,2,255,3065,4
9,2,,3,72,2,25,1,2,255,3065,4
5,1,2,1,28,1,25,1,2,255,3065,4
4,1,2,1,23,1,25,1,2,255,3066,4
9,1,2,1,40,2,25,1,2,255,3066,4
9,1,2,1,60,2,25,1,2,255,3066,4
9,1,2,1,45,2,25,1,2,255,3066,4
9,1,2,1,66,2,25,1,2,253,3067,2
9,2,,1,48,2,25,1,2,253,3067,2
9,1,2,1,30,2,25,1,2,253,3067,2
9,1,2,1,47,1,25,1,2,253,3067,2
3,9,,1,32,2,25,1,2,255,3068,4
9,1,1,2,36,2,25,1,2,255,3068,4
3,1,1,4,42,2,25,1,2,255,3068,4
9,1,2,1,63,2,25,1,2,255,3068,4
9,1,2,1,27,2,25,1,2,255,3068,4
9,1,1,3,57,2,25,1,2,253,3069,2
9,1,1,5,40,2,25,1,2,253,3069,2
9,1,2,1,33,1,25,1,2,253,3069,2
9,1,1,3,25,2,25,1,2,253,3069,2
9,1,2,2,36,2,25,1,2,253,3069,2
9,1,1,1,29,2,25,1,2,254,3070,3
9,9,,9,25,2,25,1,2,254,3070,3
9,1,2,1,49,2,25,1,2,254,3070,3
4,1,1,4,27,1,25,1,2,254,3070,3
9,1,1,1,33,1,25,1,2,253,3071,1
9,1,2,1,59,1,25,1,2,253,3071,1
5,1,1,3,48,1,25,1,2,253,3071,1
9,1,1,1,33,2,25,1,2,253,3071,1
9,1,1,3,28,1,25,1,2,253,3072,2
9,1,2,1,56,1,25,1,2,253,3072,2
9,2,,1,76,2,25,1,2,253,3072,2
9,1,1,4,68,2,25,1,2,253,3072,2
9,1,2,1,56,2,25,1,2,253,3072,2
9,,,,85,1,25,1,2,253,3073,2
9,2,,1,65,1,25,1,2,253,3073,2
9,2,,1,56,1,25,1,2,253,3073,2
4,1,1,1,60,1,25,1,2,253,3073,2
4,2,,1,51,1,25,1,2,253,3073,2
9,1,2,1,56,1,25,1,2,254,3074,3
9,2,,1,76,1,25,1,2,254,3074,3
1,2,,5,38,2,25,1,2,254,3074,3
9,1,2,1,48,2,25,1,2,254,3074,3
9,2,,1,54,1,25,1,2,253,3075,2
9,1,2,1,33,2,25,1,2,253,3075,2
7,2,,3,33,1,25,1,2,253,3075,2
9,2,,1,71,2,25,1,2,253,3075,2
9,1,2,1,58,1,25,1,2,253,3075,2
9,1,1,2,38,2,25,1,2,254,3076,3
9,1,2,1,28,1,25,1,2,254,3076,3
9,2,,1,74,2,25,1,2,254,3076,3
9,1,2,1,37,2,25,1,2,254,3076,3
9,2,,1,66,1,25,1,2,254,3076,3
5,1,2,1,20,1,25,1,2,253,3077,2
9,1,2,1,72,2,25,1,2,253,3077,2
9,2,,1,79,1,25,1,2,253,3077,2
9,1,2,1,21,1,25,1,2,253,3077,2
9,1,2,1,63,1,25,1,2,253,3077,2
9,,,,82,1,25,1,2,254,3078,3
9,2,,3,40,2,25,1,2,254,3078,3
9,1,2,1,65,2,25,1,2,254,3078,3
4,1,1,4,29,2,25,1,2,254,3078,3
9,1,1,9,39,1,25,1,2,254,3078,3
4,1,1,5,28,2,25,1,2,255,3079,4
3,1,2,1,67,1,25,1,2,255,3079,4
1,1,2,1,27,2,25,1,2,255,3079,4
3,1,1,1,74,2,25,1,2,255,3079,4
5,1,1,3,24,2,25,1,2,255,3079,4
9,1,2,3,61,1,25,1,2,254,3080,3
9,1,1,2,29,2,25,1,2,254,3080,3
9,9,,9,67,2,25,1,2,254,3080,3
9,2,,1,32,2,25,1,2,254,3080,3
9,2,,1,43,2,25,1,2,254,3080,3
9,1,2,3,81,1,25,1,2,254,3081,3
9,1,1,3,57,2,25,1,2,254,3081,3
9,1,1,3,51,1,25,1,2,254,3081,3
9,1,2,1,43,2,25,1,2,254,3081,3
9,1,2,1,31,2,25,1,2,254,3081,3
9,2,,3,30,1,25,1,2,254,3082,3
1,1,1,4,27,2,25,1,2,254,3082,3
9,1,2,2,44,2,25,1,2,253,3083,2
9,1,1,1,23,2,25,1,2,253,3083,2
9,,,,65,2,25,1,2,253,3083,2
9,1,1,4,23,1,25,1,2,253,3083,2
